Posición, punto
12906,"(12753, 9379)"
12907,"(12753, 21298)"
12908,"(12758, 3308)"
12909,"(12758, 27369)"
12910,"(12760, 264)"
12911,"(12760, 30413)"
12912,"(12762, 2228)"
12913,"(12762, 28449)"
12914,"(12766, 6873)"
12915,"(12766, 23804)"
12916,"(12767, 4924)"
12917,"(12767, 25753)"
12918,"(12773, 2228)"
12919,"(12773, 28449)"
12920,"(12778, 12020)"
12921,"(12778, 18657)"
12922,"(12782, 13069)"
12923,"(12782, 17608)"
12924,"(12783, 13646)"
12925,"(12783, 17031)"
12926,"(12784, 10493)"
12927,"(12784, 20184)"
12928,"(12785, 1088)"
12929,"(12785, 29589)"
12930,"(12786, 4843)"
12931,"(12786, 25834)"
12932,"(12788, 7772)"
12933,"(12788, 22905)"
12934,"(12791, 9263)"
12935,"(12791, 21414)"
12936,"(12793, 4491)"
12937,"(12793, 26186)"
12938,"(12798, 7933)"
12939,"(12798, 22744)"
12940,"(12802, 1816)"
12941,"(12802, 28861)"
12942,"(12806, 8913)"
12943,"(12806, 21764)"
12944,"(12808, 7421)"
12945,"(12808, 23256)"
12946,"(12809, 12090)"
12947,"(12809, 18587)"
12948,"(12810, 4796)"
12949,"(12810, 25881)"
12950,"(12812, 5526)"
12951,"(12812, 25151)"
12952,"(12814, 5561)"
12953,"(12814, 25116)"
12954,"(12815, 10096)"
12955,"(12815, 20581)"
12956,"(12816, 2463)"
12957,"(12816, 28214)"
12958,"(12817, 9613)"
12959,"(12817, 21064)"
12960,"(12819, 11008)"
12961,"(12819, 19669)"
12962,"(12820, 11568)"
12963,"(12820, 19109)"
12964,"(12824, 3677)"
12965,"(12824, 27000)"
12966,"(12827, 14252)"
12967,"(12827, 16425)"
12968,"(12829, 2792)"
12969,"(12829, 27885)"
12970,"(12831, 3699)"
12971,"(12831, 26978)"
12972,"(12834, 5703)"
12973,"(12834, 24974)"
12974,"(12835, 12787)"
12975,"(12835, 17890)"
12976,"(12838, 13277)"
12977,"(12838, 17400)"
12978,"(12839, 10365)"
12979,"(12839, 20312)"
12980,"(12840, 2864)"
12981,"(12840, 27813)"
12982,"(12844, 1376)"
12983,"(12844, 29301)"
12984,"(12846, 2967)"
12985,"(12846, 27710)"
12986,"(12849, 11366)"
12987,"(12849, 19311)"
12988,"(12850, 7781)"
12989,"(12850, 22896)"
12990,"(12852, 14778)"
12991,"(12852, 15899)"
12992,"(12853, 10387)"
12993,"(12853, 20290)"
12994,"(12854, 1449)"
12995,"(12854, 29228)"
12996,"(12855, 1219)"
12997,"(12855, 29458)"
12998,"(12856, 2343)"
12999,"(12856, 28334)"
13000,"(12858, 9488)"
13001,"(12858, 21189)"
13002,"(12861, 6589)"
13003,"(12861, 24088)"
13004,"(12862, 10265)"
13005,"(12862, 20412)"
13006,"(12864, 13056)"
13007,"(12864, 17621)"
13008,"(12867, 482)"
13009,"(12867, 30195)"
13010,"(12874, 11412)"
13011,"(12874, 19265)"
13012,"(12875, 6821)"
13013,"(12875, 23856)"
13014,"(12876, 10404)"
13015,"(12876, 20273)"
13016,"(12877, 3427)"
13017,"(12877, 27250)"
13018,"(12879, 12903)"
13019,"(12879, 17774)"
13020,"(12882, 9637)"
13021,"(12882, 21040)"
13022,"(12884, 8068)"
13023,"(12884, 22609)"
13024,"(12885, 4172)"
13025,"(12885, 26505)"
13026,"(12893, 13045)"
13027,"(12893, 17632)"
13028,"(12896, 847)"
13029,"(12896, 29830)"
13030,"(12897, 14357)"
13031,"(12897, 16320)"
13032,"(12899, 3095)"
13033,"(12899, 27582)"
13034,"(12902, 2011)"
13035,"(12902, 28666)"
13036,"(12903, 12918)"
13037,"(12903, 17759)"
13038,"(12904, 9832)"
13039,"(12904, 20845)"
13040,"(12905, 11405)"
13041,"(12905, 19272)"
13042,"(12908, 2770)"
13043,"(12908, 27907)"
13044,"(12909, 5597)"
13045,"(12909, 25080)"
13046,"(12912, 8760)"
13047,"(12912, 21917)"
13048,"(12913, 8235)"
13049,"(12913, 22442)"
13050,"(12916, 7419)"
13051,"(12916, 23258)"
13052,"(12917, 9554)"
13053,"(12917, 21123)"
13054,"(12918, 197)"
13055,"(12918, 30480)"
13056,"(12921, 3368)"
13057,"(12921, 27309)"
13058,"(12922, 1283)"
13059,"(12922, 29394)"
13060,"(12923, 2167)"
13061,"(12923, 28510)"
13062,"(12924, 11355)"
13063,"(12924, 19322)"
13064,"(12926, 2177)"
13065,"(12926, 28500)"
13066,"(12929, 2844)"
13067,"(12929, 27833)"
13068,"(12930, 14480)"
13069,"(12930, 16197)"
13070,"(12932, 5069)"
13071,"(12932, 25608)"
13072,"(12933, 2299)"
13073,"(12933, 28378)"
13074,"(12935, 1242)"
13075,"(12935, 29435)"
13076,"(12939, 11970)"
13077,"(12939, 18707)"
13078,"(12940, 2304)"
13079,"(12940, 28373)"
13080,"(12942, 1072)"
13081,"(12942, 29605)"
13082,"(12944, 12)"
13083,"(12944, 30665)"
13084,"(12946, 3824)"
13085,"(12946, 26853)"
13086,"(12947, 12800)"
13087,"(12947, 17877)"
13088,"(12949, 9451)"
13089,"(12949, 21226)"
13090,"(12950, 8716)"
13091,"(12950, 21961)"
13092,"(12951, 10613)"
13093,"(12951, 20064)"
13094,"(12952, 12784)"
13095,"(12952, 17893)"
13096,"(12953, 10453)"
13097,"(12953, 20224)"
13098,"(12954, 10523)"
13099,"(12954, 20154)"
13100,"(12955, 14975)"
13101,"(12955, 15702)"
13102,"(12957, 12713)"
13103,"(12957, 17964)"
13104,"(12959, 7196)"
13105,"(12959, 23481)"
13106,"(12960, 14975)"
13107,"(12960, 15702)"
13108,"(12962, 6855)"
13109,"(12962, 23822)"
13110,"(12963, 7763)"
13111,"(12963, 22914)"
13112,"(12965, 14523)"
13113,"(12965, 16154)"
13114,"(12967, 1396)"
13115,"(12967, 29281)"
13116,"(12968, 13280)"
13117,"(12968, 17397)"
13118,"(12969, 12717)"
13119,"(12969, 17960)"
13120,"(12972, 8644)"
13121,"(12972, 22033)"
13122,"(12974, 10937)"
13123,"(12974, 19740)"
13124,"(12976, 11950)"
13125,"(12976, 18727)"
13126,"(12977, 3259)"
13127,"(12977, 27418)"
13128,"(12983, 2773)"
13129,"(12983, 27904)"
13130,"(12985, 9730)"
13131,"(12985, 20947)"
13132,"(12987, 8403)"
13133,"(12987, 22274)"
13134,"(12988, 11461)"
13135,"(12988, 19216)"
13136,"(12989, 4450)"
13137,"(12989, 26227)"
13138,"(12994, 347)"
13139,"(12994, 30330)"
13140,"(12995, 6913)"
13141,"(12995, 23764)"
13142,"(13000, 10712)"
13143,"(13000, 19965)"
13144,"(13002, 6250)"
13145,"(13002, 24427)"
13146,"(13006, 1143)"
13147,"(13006, 29534)"
13148,"(13007, 10506)"
13149,"(13007, 20171)"
13150,"(13009, 10257)"
13151,"(13009, 20420)"
13152,"(13010, 12826)"
13153,"(13010, 17851)"
13154,"(13011, 6612)"
13155,"(13011, 24065)"
13156,"(13013, 14571)"
13157,"(13013, 16106)"
13158,"(13016, 6766)"
13159,"(13016, 23911)"
13160,"(13023, 4673)"
13161,"(13023, 26004)"
13162,"(13024, 329)"
13163,"(13024, 30348)"
13164,"(13027, 10535)"
13165,"(13027, 20142)"
13166,"(13028, 7486)"
13167,"(13028, 23191)"
13168,"(13029, 15219)"
13169,"(13029, 15458)"
13170,"(13031, 7257)"
13171,"(13031, 23420)"
13172,"(13033, 3056)"
13173,"(13033, 27621)"
13174,"(13034, 9269)"
13175,"(13034, 21408)"
13176,"(13035, 320)"
13177,"(13035, 30357)"
13178,"(13037, 2246)"
13179,"(13037, 28431)"
13180,"(13039, 8043)"
13181,"(13039, 22634)"
13182,"(13041, 880)"
13183,"(13041, 29797)"
13184,"(13042, 5018)"
13185,"(13042, 25659)"
13186,"(13044, 6664)"
13187,"(13044, 24013)"
13188,"(13047, 6047)"
13189,"(13047, 24630)"
13190,"(13049, 10352)"
13191,"(13049, 20325)"
13192,"(13050, 5844)"
13193,"(13050, 24833)"
13194,"(13054, 5861)"
13195,"(13054, 24816)"
13196,"(13055, 3730)"
13197,"(13055, 26947)"
13198,"(13056, 2796)"
13199,"(13056, 27881)"
13200,"(13057, 1131)"
13201,"(13057, 29546)"
13202,"(13058, 1871)"
13203,"(13058, 28806)"
13204,"(13059, 12993)"
13205,"(13059, 17684)"
13206,"(13061, 9284)"
13207,"(13061, 21393)"
13208,"(13062, 11855)"
13209,"(13062, 18822)"
13210,"(13064, 9716)"
13211,"(13064, 20961)"
13212,"(13068, 10400)"
13213,"(13068, 20277)"
13214,"(13070, 536)"
13215,"(13070, 30141)"
13216,"(13073, 6115)"
13217,"(13073, 24562)"
13218,"(13074, 14094)"
13219,"(13074, 16583)"
13220,"(13076, 7906)"
13221,"(13076, 22771)"
13222,"(13078, 2775)"
13223,"(13078, 27902)"
13224,"(13079, 658)"
13225,"(13079, 30019)"
13226,"(13080, 889)"
13227,"(13080, 29788)"
13228,"(13081, 14329)"
13229,"(13081, 16348)"
13230,"(13083, 6720)"
13231,"(13083, 23957)"
13232,"(13087, 12557)"
13233,"(13087, 18120)"
13234,"(13089, 1431)"
13235,"(13089, 29246)"
13236,"(13091, 7978)"
13237,"(13091, 22699)"
13238,"(13095, 1533)"
13239,"(13095, 29144)"
13240,"(13096, 1880)"
13241,"(13096, 28797)"
13242,"(13097, 4817)"
13243,"(13097, 25860)"
13244,"(13099, 3140)"
13245,"(13099, 27537)"
13246,"(13100, 8572)"
13247,"(13100, 22105)"
13248,"(13101, 3102)"
13249,"(13101, 27575)"
13250,"(13102, 3444)"
13251,"(13102, 27233)"
13252,"(13103, 11838)"
13253,"(13103, 18839)"
13254,"(13104, 6289)"
13255,"(13104, 24388)"
13256,"(13105, 2679)"
13257,"(13105, 27998)"
13258,"(13107, 6900)"
13259,"(13107, 23777)"
13260,"(13113, 6094)"
13261,"(13113, 24583)"
13262,"(13114, 1945)"
13263,"(13114, 28732)"
13264,"(13115, 7090)"
13265,"(13115, 23587)"
13266,"(13118, 10037)"
13267,"(13118, 20640)"
13268,"(13120, 14519)"
13269,"(13120, 16158)"
13270,"(13121, 9964)"
13271,"(13121, 20713)"
13272,"(13122, 6041)"
13273,"(13122, 24636)"
13274,"(13126, 12468)"
13275,"(13126, 18209)"
13276,"(13127, 14292)"
13277,"(13127, 16385)"
13278,"(13128, 4204)"
13279,"(13128, 26473)"
13280,"(13129, 4924)"
13281,"(13129, 25753)"
13282,"(13133, 6452)"
13283,"(13133, 24225)"
13284,"(13134, 2952)"
13285,"(13134, 27725)"
13286,"(13135, 5944)"
13287,"(13135, 24733)"
13288,"(13137, 5372)"
13289,"(13137, 25305)"
13290,"(13138, 3104)"
13291,"(13138, 27573)"
13292,"(13139, 175)"
13293,"(13139, 30502)"
13294,"(13142, 7845)"
13295,"(13142, 22832)"
13296,"(13143, 3140)"
13297,"(13143, 27537)"
13298,"(13144, 3822)"
13299,"(13144, 26855)"
13300,"(13146, 7960)"
13301,"(13146, 22717)"
13302,"(13147, 15148)"
13303,"(13147, 15529)"
13304,"(13148, 3615)"
13305,"(13148, 27062)"
13306,"(13149, 985)"
13307,"(13149, 29692)"
13308,"(13150, 14099)"
13309,"(13150, 16578)"
13310,"(13152, 9695)"
13311,"(13152, 20982)"
13312,"(13153, 2752)"
13313,"(13153, 27925)"
13314,"(13154, 3717)"
13315,"(13154, 26960)"
13316,"(13155, 2246)"
13317,"(13155, 28431)"
13318,"(13157, 9735)"
13319,"(13157, 20942)"
13320,"(13160, 9147)"
13321,"(13160, 21530)"
13322,"(13161, 12274)"
13323,"(13161, 18403)"
13324,"(13165, 693)"
13325,"(13165, 29984)"
13326,"(13166, 13721)"
13327,"(13166, 16956)"
13328,"(13167, 8948)"
13329,"(13167, 21729)"
13330,"(13168, 6144)"
13331,"(13168, 24533)"
13332,"(13172, 900)"
13333,"(13172, 29777)"
13334,"(13174, 1048)"
13335,"(13174, 29629)"
13336,"(13177, 437)"
13337,"(13177, 30240)"
13338,"(13180, 4709)"
13339,"(13180, 25968)"
13340,"(13182, 6910)"
13341,"(13182, 23767)"
13342,"(13184, 3847)"
13343,"(13184, 26830)"
13344,"(13185, 7449)"
13345,"(13185, 23228)"
13346,"(13186, 4519)"
13347,"(13186, 26158)"
13348,"(13188, 12662)"
13349,"(13188, 18015)"
13350,"(13189, 699)"
13351,"(13189, 29978)"
13352,"(13190, 843)"
13353,"(13190, 29834)"
13354,"(13191, 10418)"
13355,"(13191, 20259)"
13356,"(13192, 10895)"
13357,"(13192, 19782)"
13358,"(13194, 9062)"
13359,"(13194, 21615)"
13360,"(13195, 8176)"
13361,"(13195, 22501)"
13362,"(13196, 5626)"
13363,"(13196, 25051)"
13364,"(13197, 6584)"
13365,"(13197, 24093)"
13366,"(13198, 1652)"
13367,"(13198, 29025)"
13368,"(13199, 6434)"
13369,"(13199, 24243)"
13370,"(13200, 7248)"
13371,"(13200, 23429)"
13372,"(13201, 11544)"
13373,"(13201, 19133)"
13374,"(13207, 3024)"
13375,"(13207, 27653)"
13376,"(13209, 1804)"
13377,"(13209, 28873)"
13378,"(13210, 10684)"
13379,"(13210, 19993)"
13380,"(13212, 7933)"
13381,"(13212, 22744)"
13382,"(13213, 823)"
13383,"(13213, 29854)"
13384,"(13215, 10544)"
13385,"(13215, 20133)"
13386,"(13217, 6825)"
13387,"(13217, 23852)"
13388,"(13218, 2330)"
13389,"(13218, 28347)"
13390,"(13220, 3327)"
13391,"(13220, 27350)"
13392,"(13222, 2408)"
13393,"(13222, 28269)"
13394,"(13223, 123)"
13395,"(13223, 30554)"
13396,"(13231, 14104)"
13397,"(13231, 16573)"
13398,"(13232, 2447)"
13399,"(13232, 28230)"
13400,"(13235, 1263)"
13401,"(13235, 29414)"
13402,"(13236, 10219)"
13403,"(13236, 20458)"
13404,"(13237, 627)"
13405,"(13237, 30050)"
13406,"(13238, 9555)"
13407,"(13238, 21122)"
13408,"(13240, 5445)"
13409,"(13240, 25232)"
13410,"(13241, 12742)"
13411,"(13241, 17935)"
13412,"(13242, 962)"
13413,"(13242, 29715)"
13414,"(13243, 2023)"
13415,"(13243, 28654)"
13416,"(13244, 9916)"
13417,"(13244, 20761)"
13418,"(13245, 5985)"
13419,"(13245, 24692)"
13420,"(13246, 10613)"
13421,"(13246, 20064)"
13422,"(13247, 5161)"
13423,"(13247, 25516)"
13424,"(13249, 3460)"
13425,"(13249, 27217)"
13426,"(13251, 9932)"
13427,"(13251, 20745)"
13428,"(13252, 1796)"
13429,"(13252, 28881)"
13430,"(13254, 4554)"
13431,"(13254, 26123)"
13432,"(13256, 3020)"
13433,"(13256, 27657)"
13434,"(13258, 7821)"
13435,"(13258, 22856)"
13436,"(13259, 10901)"
13437,"(13259, 19776)"
13438,"(13261, 3427)"
13439,"(13261, 27250)"
13440,"(13262, 9694)"
13441,"(13262, 20983)"
13442,"(13266, 11011)"
13443,"(13266, 19666)"
13444,"(13271, 12984)"
13445,"(13271, 17693)"
13446,"(13273, 3013)"
13447,"(13273, 27664)"
13448,"(13274, 11132)"
13449,"(13274, 19545)"
13450,"(13278, 11189)"
13451,"(13278, 19488)"
13452,"(13279, 7787)"
13453,"(13279, 22890)"
13454,"(13280, 3908)"
13455,"(13280, 26769)"
13456,"(13281, 12504)"
13457,"(13281, 18173)"
13458,"(13282, 841)"
13459,"(13282, 29836)"
13460,"(13283, 2195)"
13461,"(13283, 28482)"
13462,"(13284, 10685)"
13463,"(13284, 19992)"
13464,"(13285, 12476)"
13465,"(13285, 18201)"
13466,"(13286, 6576)"
13467,"(13286, 24101)"
13468,"(13287, 12540)"
13469,"(13287, 18137)"
13470,"(13289, 2456)"
13471,"(13289, 28221)"
13472,"(13290, 8003)"
13473,"(13290, 22674)"
13474,"(13291, 5990)"
13475,"(13291, 24687)"
13476,"(13292, 8398)"
13477,"(13292, 22279)"
13478,"(13293, 14901)"
13479,"(13293, 15776)"
13480,"(13294, 1739)"
13481,"(13294, 28938)"
13482,"(13295, 12625)"
13483,"(13295, 18052)"
13484,"(13297, 12224)"
13485,"(13297, 18453)"
13486,"(13299, 1471)"
13487,"(13299, 29206)"
13488,"(13302, 13903)"
13489,"(13302, 16774)"
13490,"(13303, 2495)"
13491,"(13303, 28182)"
13492,"(13305, 5604)"
13493,"(13305, 25073)"
13494,"(13307, 8051)"
13495,"(13307, 22626)"
13496,"(13308, 3128)"
13497,"(13308, 27549)"
13498,"(13309, 2373)"
13499,"(13309, 28304)"
13500,"(13313, 4527)"
13501,"(13313, 26150)"
13502,"(13314, 11849)"
13503,"(13314, 18828)"
13504,"(13315, 2439)"
13505,"(13315, 28238)"
13506,"(13318, 11293)"
13507,"(13318, 19384)"
13508,"(13323, 10792)"
13509,"(13323, 19885)"
13510,"(13324, 3633)"
13511,"(13324, 27044)"
13512,"(13328, 6889)"
13513,"(13328, 23788)"
13514,"(13330, 2873)"
13515,"(13330, 27804)"
13516,"(13331, 11817)"
13517,"(13331, 18860)"
13518,"(13333, 1259)"
13519,"(13333, 29418)"
13520,"(13334, 12644)"
13521,"(13334, 18033)"
13522,"(13336, 1118)"
13523,"(13336, 29559)"
13524,"(13337, 2252)"
13525,"(13337, 28425)"
13526,"(13339, 4880)"
13527,"(13339, 25797)"
13528,"(13340, 599)"
13529,"(13340, 30078)"
13530,"(13341, 14364)"
13531,"(13341, 16313)"
13532,"(13342, 13998)"
13533,"(13342, 16679)"
13534,"(13347, 7834)"
13535,"(13347, 22843)"
13536,"(13348, 15030)"
13537,"(13348, 15647)"
13538,"(13349, 151)"
13539,"(13349, 30526)"
13540,"(13351, 4678)"
13541,"(13351, 25999)"
13542,"(13355, 4790)"
13543,"(13355, 25887)"
13544,"(13356, 12464)"
13545,"(13356, 18213)"
13546,"(13359, 12257)"
13547,"(13359, 18420)"
13548,"(13364, 4672)"
13549,"(13364, 26005)"
13550,"(13368, 1624)"
13551,"(13368, 29053)"
13552,"(13369, 15017)"
13553,"(13369, 15660)"
13554,"(13372, 10582)"
13555,"(13372, 20095)"
13556,"(13374, 7876)"
13557,"(13374, 22801)"
13558,"(13377, 9423)"
13559,"(13377, 21254)"
13560,"(13379, 1141)"
13561,"(13379, 29536)"
13562,"(13380, 1218)"
13563,"(13380, 29459)"
13564,"(13381, 10381)"
13565,"(13381, 20296)"
13566,"(13386, 15283)"
13567,"(13386, 15394)"
13568,"(13388, 11892)"
13569,"(13388, 18785)"
13570,"(13389, 3988)"
13571,"(13389, 26689)"
13572,"(13391, 14585)"
13573,"(13391, 16092)"
13574,"(13392, 8973)"
13575,"(13392, 21704)"
13576,"(13393, 2468)"
13577,"(13393, 28209)"
13578,"(13396, 5767)"
13579,"(13396, 24910)"
13580,"(13398, 6687)"
13581,"(13398, 23990)"
13582,"(13399, 10878)"
13583,"(13399, 19799)"
13584,"(13401, 11819)"
13585,"(13401, 18858)"
13586,"(13403, 6670)"
13587,"(13403, 24007)"
13588,"(13405, 9272)"
13589,"(13405, 21405)"
13590,"(13410, 2172)"
13591,"(13410, 28505)"
13592,"(13419, 9904)"
13593,"(13419, 20773)"
13594,"(13422, 7225)"
13595,"(13422, 23452)"
13596,"(13423, 5419)"
13597,"(13423, 25258)"
13598,"(13424, 13940)"
13599,"(13424, 16737)"
13600,"(13427, 15247)"
13601,"(13427, 15430)"
13602,"(13429, 12999)"
13603,"(13429, 17678)"
13604,"(13430, 6017)"
13605,"(13430, 24660)"
13606,"(13431, 8722)"
13607,"(13431, 21955)"
13608,"(13432, 1951)"
13609,"(13432, 28726)"
13610,"(13436, 10840)"
13611,"(13436, 19837)"
13612,"(13437, 3694)"
13613,"(13437, 26983)"
13614,"(13438, 9495)"
13615,"(13438, 21182)"
13616,"(13439, 5529)"
13617,"(13439, 25148)"
13618,"(13440, 10122)"
13619,"(13440, 20555)"
13620,"(13441, 716)"
13621,"(13441, 29961)"
13622,"(13442, 2675)"
13623,"(13442, 28002)"
13624,"(13443, 10511)"
13625,"(13443, 20166)"
13626,"(13444, 11580)"
13627,"(13444, 19097)"
13628,"(13445, 3639)"
13629,"(13445, 27038)"
13630,"(13446, 2248)"
13631,"(13446, 28429)"
13632,"(13450, 6654)"
13633,"(13450, 24023)"
13634,"(13451, 1657)"
13635,"(13451, 29020)"
13636,"(13452, 5235)"
13637,"(13452, 25442)"
13638,"(13453, 6011)"
13639,"(13453, 24666)"
13640,"(13459, 7866)"
13641,"(13459, 22811)"
13642,"(13461, 5614)"
13643,"(13461, 25063)"
13644,"(13462, 7465)"
13645,"(13462, 23212)"
13646,"(13463, 10786)"
13647,"(13463, 19891)"
13648,"(13465, 8639)"
13649,"(13465, 22038)"
13650,"(13466, 11049)"
13651,"(13466, 19628)"
13652,"(13467, 5133)"
13653,"(13467, 25544)"
13654,"(13468, 12746)"
13655,"(13468, 17931)"
13656,"(13469, 12082)"
13657,"(13469, 18595)"
13658,"(13470, 4802)"
13659,"(13470, 25875)"
13660,"(13471, 14115)"
13661,"(13471, 16562)"
13662,"(13472, 8881)"
13663,"(13472, 21796)"
13664,"(13475, 5038)"
13665,"(13475, 25639)"
13666,"(13476, 10806)"
13667,"(13476, 19871)"
13668,"(13478, 15112)"
13669,"(13478, 15565)"
13670,"(13479, 10508)"
13671,"(13479, 20169)"
13672,"(13480, 3003)"
13673,"(13480, 27674)"
13674,"(13481, 77)"
13675,"(13481, 30600)"
13676,"(13482, 3039)"
13677,"(13482, 27638)"
13678,"(13484, 7654)"
13679,"(13484, 23023)"
13680,"(13489, 348)"
13681,"(13489, 30329)"
13682,"(13494, 1177)"
13683,"(13494, 29500)"
13684,"(13495, 14093)"
13685,"(13495, 16584)"
13686,"(13496, 4870)"
13687,"(13496, 25807)"
13688,"(13498, 7027)"
13689,"(13498, 23650)"
13690,"(13500, 7696)"
13691,"(13500, 22981)"
13692,"(13503, 8741)"
13693,"(13503, 21936)"
13694,"(13505, 3119)"
13695,"(13505, 27558)"
13696,"(13506, 10486)"
13697,"(13506, 20191)"
13698,"(13507, 7130)"
13699,"(13507, 23547)"
13700,"(13508, 2530)"
13701,"(13508, 28147)"
13702,"(13511, 8354)"
13703,"(13511, 22323)"
13704,"(13516, 11570)"
13705,"(13516, 19107)"
13706,"(13517, 14979)"
13707,"(13517, 15698)"
13708,"(13518, 13280)"
13709,"(13518, 17397)"
13710,"(13519, 6843)"
13711,"(13519, 23834)"
13712,"(13520, 2578)"
13713,"(13520, 28099)"
13714,"(13521, 14851)"
13715,"(13521, 15826)"
13716,"(13524, 10596)"
13717,"(13524, 20081)"
13718,"(13525, 4494)"
13719,"(13525, 26183)"
13720,"(13526, 10426)"
13721,"(13526, 20251)"
13722,"(13529, 10607)"
13723,"(13529, 20070)"
13724,"(13530, 4749)"
13725,"(13530, 25928)"
13726,"(13535, 1779)"
13727,"(13535, 28898)"
13728,"(13536, 7189)"
13729,"(13536, 23488)"
13730,"(13539, 10608)"
13731,"(13539, 20069)"
13732,"(13540, 708)"
13733,"(13540, 29969)"
13734,"(13545, 14844)"
13735,"(13545, 15833)"
13736,"(13548, 11276)"
13737,"(13548, 19401)"
13738,"(13549, 6494)"
13739,"(13549, 24183)"
13740,"(13550, 13867)"
13741,"(13550, 16810)"
13742,"(13553, 184)"
13743,"(13553, 30493)"
13744,"(13554, 8772)"
13745,"(13554, 21905)"
13746,"(13560, 3625)"
13747,"(13560, 27052)"
13748,"(13561, 5430)"
13749,"(13561, 25247)"
13750,"(13562, 2386)"
13751,"(13562, 28291)"
13752,"(13565, 11414)"
13753,"(13565, 19263)"
13754,"(13569, 2713)"
13755,"(13569, 27964)"
13756,"(13570, 13939)"
13757,"(13570, 16738)"
13758,"(13572, 13969)"
13759,"(13572, 16708)"
13760,"(13573, 1029)"
13761,"(13573, 29648)"
13762,"(13575, 8100)"
13763,"(13575, 22577)"
13764,"(13576, 10144)"
13765,"(13576, 20533)"
13766,"(13579, 8219)"
13767,"(13579, 22458)"
13768,"(13583, 13704)"
13769,"(13583, 16973)"
13770,"(13586, 12008)"
13771,"(13586, 18669)"
13772,"(13588, 12440)"
13773,"(13588, 18237)"
13774,"(13591, 12365)"
13775,"(13591, 18312)"
13776,"(13593, 9601)"
13777,"(13593, 21076)"
13778,"(13594, 10346)"
13779,"(13594, 20331)"
13780,"(13603, 2871)"
13781,"(13603, 27806)"
13782,"(13604, 7694)"
13783,"(13604, 22983)"
13784,"(13605, 3416)"
13785,"(13605, 27261)"
13786,"(13606, 289)"
13787,"(13606, 30388)"
13788,"(13609, 7885)"
13789,"(13609, 22792)"
13790,"(13610, 5236)"
13791,"(13610, 25441)"
13792,"(13611, 8833)"
13793,"(13611, 21844)"
13794,"(13612, 7551)"
13795,"(13612, 23126)"
13796,"(13614, 5004)"
13797,"(13614, 25673)"
13798,"(13620, 13924)"
13799,"(13620, 16753)"
13800,"(13621, 2358)"
13801,"(13621, 28319)"
13802,"(13623, 1343)"
13803,"(13623, 29334)"
13804,"(13625, 9985)"
13805,"(13625, 20692)"
13806,"(13627, 11549)"
13807,"(13627, 19128)"
13808,"(13629, 10676)"
13809,"(13629, 20001)"
13810,"(13630, 5174)"
13811,"(13630, 25503)"
13812,"(13631, 11092)"
13813,"(13631, 19585)"
13814,"(13632, 15225)"
13815,"(13632, 15452)"
13816,"(13634, 7741)"
13817,"(13634, 22936)"
13818,"(13641, 7569)"
13819,"(13641, 23108)"
13820,"(13642, 11983)"
13821,"(13642, 18694)"
13822,"(13643, 15037)"
13823,"(13643, 15640)"
13824,"(13644, 1026)"
13825,"(13644, 29651)"
13826,"(13645, 9522)"
13827,"(13645, 21155)"
13828,"(13647, 7499)"
13829,"(13647, 23178)"
13830,"(13649, 3130)"
13831,"(13649, 27547)"
13832,"(13651, 561)"
13833,"(13651, 30116)"
13834,"(13657, 7041)"
13835,"(13657, 23636)"
13836,"(13658, 12601)"
13837,"(13658, 18076)"
13838,"(13660, 17)"
13839,"(13660, 30660)"
13840,"(13661, 3885)"
13841,"(13661, 26792)"
13842,"(13662, 8968)"
13843,"(13662, 21709)"
13844,"(13663, 6281)"
13845,"(13663, 24396)"
13846,"(13664, 1974)"
13847,"(13664, 28703)"
13848,"(13665, 6406)"
13849,"(13665, 24271)"
13850,"(13666, 13674)"
13851,"(13666, 17003)"
13852,"(13668, 11505)"
13853,"(13668, 19172)"
13854,"(13669, 10515)"
13855,"(13669, 20162)"
13856,"(13671, 14161)"
13857,"(13671, 16516)"
13858,"(13672, 13247)"
13859,"(13672, 17430)"
13860,"(13673, 113)"
13861,"(13673, 30564)"
13862,"(13674, 3004)"
13863,"(13674, 27673)"
13864,"(13680, 1525)"
13865,"(13680, 29152)"
13866,"(13683, 2874)"
13867,"(13683, 27803)"
13868,"(13684, 11792)"
13869,"(13684, 18885)"
13870,"(13686, 1442)"
13871,"(13686, 29235)"
13872,"(13687, 5173)"
13873,"(13687, 25504)"
13874,"(13688, 644)"
13875,"(13688, 30033)"
13876,"(13689, 11666)"
13877,"(13689, 19011)"
13878,"(13690, 4758)"
13879,"(13690, 25919)"
13880,"(13692, 6143)"
13881,"(13692, 24534)"
13882,"(13697, 387)"
13883,"(13697, 30290)"
13884,"(13701, 8140)"
13885,"(13701, 22537)"
13886,"(13704, 8460)"
13887,"(13704, 22217)"
13888,"(13705, 13041)"
13889,"(13705, 17636)"
13890,"(13707, 7139)"
13891,"(13707, 23538)"
13892,"(13708, 66)"
13893,"(13708, 30611)"
13894,"(13712, 7192)"
13895,"(13712, 23485)"
13896,"(13716, 6227)"
13897,"(13716, 24450)"
13898,"(13717, 5640)"
13899,"(13717, 25037)"
13900,"(13718, 1385)"
13901,"(13718, 29292)"
13902,"(13723, 15086)"
13903,"(13723, 15591)"
13904,"(13730, 8763)"
13905,"(13730, 21914)"
13906,"(13731, 7997)"
13907,"(13731, 22680)"
