Posición, punto
6759,"(6670, 21641)"
6760,"(6672, 4619)"
6761,"(6672, 26058)"
6762,"(6673, 13310)"
6763,"(6673, 17367)"
6764,"(6674, 14127)"
6765,"(6674, 16550)"
6766,"(6676, 5160)"
6767,"(6676, 25517)"
6768,"(6677, 1730)"
6769,"(6677, 28947)"
6770,"(6679, 6054)"
6771,"(6679, 24623)"
6772,"(6684, 14432)"
6773,"(6684, 16245)"
6774,"(6685, 13511)"
6775,"(6685, 17166)"
6776,"(6686, 1051)"
6777,"(6686, 29626)"
6778,"(6688, 10981)"
6779,"(6688, 19696)"
6780,"(6689, 9788)"
6781,"(6689, 20889)"
6782,"(6690, 14089)"
6783,"(6690, 16588)"
6784,"(6694, 15219)"
6785,"(6694, 15458)"
6786,"(6695, 3642)"
6787,"(6695, 27035)"
6788,"(6696, 11461)"
6789,"(6696, 19216)"
6790,"(6700, 344)"
6791,"(6700, 30333)"
6792,"(6702, 14720)"
6793,"(6702, 15957)"
6794,"(6705, 4851)"
6795,"(6705, 25826)"
6796,"(6708, 1860)"
6797,"(6708, 28817)"
6798,"(6710, 4561)"
6799,"(6710, 26116)"
6800,"(6711, 2147)"
6801,"(6711, 28530)"
6802,"(6712, 10698)"
6803,"(6712, 19979)"
6804,"(6713, 7007)"
6805,"(6713, 23670)"
6806,"(6715, 9695)"
6807,"(6715, 20982)"
6808,"(6716, 1766)"
6809,"(6716, 28911)"
6810,"(6717, 11088)"
6811,"(6717, 19589)"
6812,"(6718, 13620)"
6813,"(6718, 17057)"
6814,"(6719, 1295)"
6815,"(6719, 29382)"
6816,"(6724, 14077)"
6817,"(6724, 16600)"
6818,"(6725, 3415)"
6819,"(6725, 27262)"
6820,"(6730, 2386)"
6821,"(6730, 28291)"
6822,"(6731, 2277)"
6823,"(6731, 28400)"
6824,"(6733, 14985)"
6825,"(6733, 15692)"
6826,"(6735, 6244)"
6827,"(6735, 24433)"
6828,"(6736, 3507)"
6829,"(6736, 27170)"
6830,"(6737, 10068)"
6831,"(6737, 20609)"
6832,"(6740, 11444)"
6833,"(6740, 19233)"
6834,"(6741, 14595)"
6835,"(6741, 16082)"
6836,"(6743, 8230)"
6837,"(6743, 22447)"
6838,"(6745, 8242)"
6839,"(6745, 22435)"
6840,"(6749, 14775)"
6841,"(6749, 15902)"
6842,"(6750, 1461)"
6843,"(6750, 29216)"
6844,"(6751, 9512)"
6845,"(6751, 21165)"
6846,"(6753, 10440)"
6847,"(6753, 20237)"
6848,"(6756, 8180)"
6849,"(6756, 22497)"
6850,"(6758, 8625)"
6851,"(6758, 22052)"
6852,"(6759, 14021)"
6853,"(6759, 16656)"
6854,"(6763, 4898)"
6855,"(6763, 25779)"
6856,"(6765, 14093)"
6857,"(6765, 16584)"
6858,"(6767, 4761)"
6859,"(6767, 25916)"
6860,"(6768, 8527)"
6861,"(6768, 22150)"
6862,"(6770, 986)"
6863,"(6770, 29691)"
6864,"(6771, 1942)"
6865,"(6771, 28735)"
6866,"(6773, 12144)"
6867,"(6773, 18533)"
6868,"(6777, 5220)"
6869,"(6777, 25457)"
6870,"(6780, 4444)"
6871,"(6780, 26233)"
6872,"(6781, 317)"
6873,"(6781, 30360)"
6874,"(6783, 2874)"
6875,"(6783, 27803)"
6876,"(6784, 9775)"
6877,"(6784, 20902)"
6878,"(6786, 1259)"
6879,"(6786, 29418)"
6880,"(6787, 2884)"
6881,"(6787, 27793)"
6882,"(6789, 7211)"
6883,"(6789, 23466)"
6884,"(6790, 5540)"
6885,"(6790, 25137)"
6886,"(6794, 13973)"
6887,"(6794, 16704)"
6888,"(6795, 8346)"
6889,"(6795, 22331)"
6890,"(6797, 9906)"
6891,"(6797, 20771)"
6892,"(6799, 8118)"
6893,"(6799, 22559)"
6894,"(6800, 1707)"
6895,"(6800, 28970)"
6896,"(6802, 2832)"
6897,"(6802, 27845)"
6898,"(6806, 13168)"
6899,"(6806, 17509)"
6900,"(6807, 5548)"
6901,"(6807, 25129)"
6902,"(6810, 3421)"
6903,"(6810, 27256)"
6904,"(6811, 4148)"
6905,"(6811, 26529)"
6906,"(6812, 13896)"
6907,"(6812, 16781)"
6908,"(6814, 13332)"
6909,"(6814, 17345)"
6910,"(6815, 3112)"
6911,"(6815, 27565)"
6912,"(6816, 487)"
6913,"(6816, 30190)"
6914,"(6818, 10771)"
6915,"(6818, 19906)"
6916,"(6819, 2296)"
6917,"(6819, 28381)"
6918,"(6820, 12732)"
6919,"(6820, 17945)"
6920,"(6821, 8694)"
6921,"(6821, 21983)"
6922,"(6827, 3134)"
6923,"(6827, 27543)"
6924,"(6830, 13953)"
6925,"(6830, 16724)"
6926,"(6831, 6892)"
6927,"(6831, 23785)"
6928,"(6832, 3731)"
6929,"(6832, 26946)"
6930,"(6836, 14303)"
6931,"(6836, 16374)"
6932,"(6838, 14894)"
6933,"(6838, 15783)"
6934,"(6840, 14805)"
6935,"(6840, 15872)"
6936,"(6841, 12851)"
6937,"(6841, 17826)"
6938,"(6843, 3578)"
6939,"(6843, 27099)"
6940,"(6844, 12392)"
6941,"(6844, 18285)"
6942,"(6845, 13063)"
6943,"(6845, 17614)"
6944,"(6846, 11399)"
6945,"(6846, 19278)"
6946,"(6848, 7899)"
6947,"(6848, 22778)"
6948,"(6849, 2005)"
6949,"(6849, 28672)"
6950,"(6854, 4232)"
6951,"(6854, 26445)"
6952,"(6856, 6458)"
6953,"(6856, 24219)"
6954,"(6857, 4592)"
6955,"(6857, 26085)"
6956,"(6859, 7501)"
6957,"(6859, 23176)"
6958,"(6860, 13402)"
6959,"(6860, 17275)"
6960,"(6861, 11576)"
6961,"(6861, 19101)"
6962,"(6862, 836)"
6963,"(6862, 29841)"
6964,"(6863, 4502)"
6965,"(6863, 26175)"
6966,"(6866, 11431)"
6967,"(6866, 19246)"
6968,"(6868, 981)"
6969,"(6868, 29696)"
6970,"(6871, 11308)"
6971,"(6871, 19369)"
6972,"(6872, 9930)"
6973,"(6872, 20747)"
6974,"(6873, 11858)"
6975,"(6873, 18819)"
6976,"(6874, 3447)"
6977,"(6874, 27230)"
6978,"(6875, 15117)"
6979,"(6875, 15560)"
6980,"(6876, 14499)"
6981,"(6876, 16178)"
6982,"(6882, 82)"
6983,"(6882, 30595)"
6984,"(6887, 11250)"
6985,"(6887, 19427)"
6986,"(6892, 10323)"
6987,"(6892, 20354)"
6988,"(6893, 1862)"
6989,"(6893, 28815)"
6990,"(6894, 13678)"
6991,"(6894, 16999)"
6992,"(6896, 10801)"
6993,"(6896, 19876)"
6994,"(6897, 6314)"
6995,"(6897, 24363)"
6996,"(6898, 7263)"
6997,"(6898, 23414)"
6998,"(6900, 13267)"
6999,"(6900, 17410)"
7000,"(6901, 4990)"
7001,"(6901, 25687)"
7002,"(6904, 3387)"
7003,"(6904, 27290)"
7004,"(6905, 7269)"
7005,"(6905, 23408)"
7006,"(6906, 6793)"
7007,"(6906, 23884)"
7008,"(6908, 11664)"
7009,"(6908, 19013)"
7010,"(6911, 2665)"
7011,"(6911, 28012)"
7012,"(6912, 14417)"
7013,"(6912, 16260)"
7014,"(6913, 5795)"
7015,"(6913, 24882)"
7016,"(6915, 1426)"
7017,"(6915, 29251)"
7018,"(6916, 2913)"
7019,"(6916, 27764)"
7020,"(6919, 11947)"
7021,"(6919, 18730)"
7022,"(6921, 8497)"
7023,"(6921, 22180)"
7024,"(6922, 12781)"
7025,"(6922, 17896)"
7026,"(6924, 2004)"
7027,"(6924, 28673)"
7028,"(6926, 863)"
7029,"(6926, 29814)"
7030,"(6931, 5260)"
7031,"(6931, 25417)"
7032,"(6933, 2754)"
7033,"(6933, 27923)"
7034,"(6934, 4375)"
7035,"(6934, 26302)"
7036,"(6935, 5178)"
7037,"(6935, 25499)"
7038,"(6937, 2338)"
7039,"(6937, 28339)"
7040,"(6939, 7610)"
7041,"(6939, 23067)"
7042,"(6940, 2412)"
7043,"(6940, 28265)"
7044,"(6941, 8922)"
7045,"(6941, 21755)"
7046,"(6942, 13727)"
7047,"(6942, 16950)"
7048,"(6943, 10585)"
7049,"(6943, 20092)"
7050,"(6944, 11542)"
7051,"(6944, 19135)"
7052,"(6945, 3178)"
7053,"(6945, 27499)"
7054,"(6946, 7639)"
7055,"(6946, 23038)"
7056,"(6948, 7977)"
7057,"(6948, 22700)"
7058,"(6950, 8785)"
7059,"(6950, 21892)"
7060,"(6952, 3294)"
7061,"(6952, 27383)"
7062,"(6953, 5922)"
7063,"(6953, 24755)"
7064,"(6956, 4489)"
7065,"(6956, 26188)"
7066,"(6960, 1750)"
7067,"(6960, 28927)"
7068,"(6961, 10380)"
7069,"(6961, 20297)"
7070,"(6963, 5393)"
7071,"(6963, 25284)"
7072,"(6967, 2587)"
7073,"(6967, 28090)"
7074,"(6968, 528)"
7075,"(6968, 30149)"
7076,"(6973, 14895)"
7077,"(6973, 15782)"
7078,"(6976, 12666)"
7079,"(6976, 18011)"
7080,"(6977, 4103)"
7081,"(6977, 26574)"
7082,"(6978, 1823)"
7083,"(6978, 28854)"
7084,"(6979, 4548)"
7085,"(6979, 26129)"
7086,"(6980, 3006)"
7087,"(6980, 27671)"
7088,"(6981, 13817)"
7089,"(6981, 16860)"
7090,"(6982, 5077)"
7091,"(6982, 25600)"
7092,"(6985, 5666)"
7093,"(6985, 25011)"
7094,"(6986, 1006)"
7095,"(6986, 29671)"
7096,"(6988, 8900)"
7097,"(6988, 21777)"
7098,"(6989, 815)"
7099,"(6989, 29862)"
7100,"(6994, 3666)"
7101,"(6994, 27011)"
7102,"(6999, 12361)"
7103,"(6999, 18316)"
7104,"(7000, 4817)"
7105,"(7000, 25860)"
7106,"(7001, 4359)"
7107,"(7001, 26318)"
7108,"(7002, 8832)"
7109,"(7002, 21845)"
7110,"(7006, 14939)"
7111,"(7006, 15738)"
7112,"(7007, 4618)"
7113,"(7007, 26059)"
7114,"(7010, 14511)"
7115,"(7010, 16166)"
7116,"(7011, 2207)"
7117,"(7011, 28470)"
7118,"(7013, 11886)"
7119,"(7013, 18791)"
7120,"(7015, 1806)"
7121,"(7015, 28871)"
7122,"(7016, 165)"
7123,"(7016, 30512)"
7124,"(7020, 6756)"
7125,"(7020, 23921)"
7126,"(7021, 7729)"
7127,"(7021, 22948)"
7128,"(7022, 12595)"
7129,"(7022, 18082)"
7130,"(7023, 10885)"
7131,"(7023, 19792)"
7132,"(7025, 7976)"
7133,"(7025, 22701)"
7134,"(7027, 6767)"
7135,"(7027, 23910)"
7136,"(7028, 7922)"
7137,"(7028, 22755)"
7138,"(7029, 14894)"
7139,"(7029, 15783)"
7140,"(7036, 13906)"
7141,"(7036, 16771)"
7142,"(7037, 9908)"
7143,"(7037, 20769)"
7144,"(7038, 4523)"
7145,"(7038, 26154)"
7146,"(7039, 14899)"
7147,"(7039, 15778)"
7148,"(7040, 1875)"
7149,"(7040, 28802)"
7150,"(7041, 13495)"
7151,"(7041, 17182)"
7152,"(7043, 7567)"
7153,"(7043, 23110)"
7154,"(7047, 14084)"
7155,"(7047, 16593)"
7156,"(7049, 11254)"
7157,"(7049, 19423)"
7158,"(7050, 7439)"
7159,"(7050, 23238)"
7160,"(7051, 4859)"
7161,"(7051, 25818)"
7162,"(7052, 5853)"
7163,"(7052, 24824)"
7164,"(7056, 1078)"
7165,"(7056, 29599)"
7166,"(7059, 3967)"
7167,"(7059, 26710)"
7168,"(7061, 5747)"
7169,"(7061, 24930)"
7170,"(7062, 6154)"
7171,"(7062, 24523)"
7172,"(7063, 4451)"
7173,"(7063, 26226)"
7174,"(7065, 9234)"
7175,"(7065, 21443)"
7176,"(7069, 11003)"
7177,"(7069, 19674)"
7178,"(7072, 8010)"
7179,"(7072, 22667)"
7180,"(7073, 12666)"
7181,"(7073, 18011)"
7182,"(7074, 6366)"
7183,"(7074, 24311)"
7184,"(7076, 72)"
7185,"(7076, 30605)"
7186,"(7078, 4533)"
7187,"(7078, 26144)"
7188,"(7080, 9838)"
7189,"(7080, 20839)"
7190,"(7082, 8302)"
7191,"(7082, 22375)"
7192,"(7087, 7892)"
7193,"(7087, 22785)"
7194,"(7090, 10365)"
7195,"(7090, 20312)"
7196,"(7091, 4108)"
7197,"(7091, 26569)"
7198,"(7093, 7954)"
7199,"(7093, 22723)"
7200,"(7097, 7288)"
7201,"(7097, 23389)"
7202,"(7098, 5597)"
7203,"(7098, 25080)"
7204,"(7099, 12791)"
7205,"(7099, 17886)"
7206,"(7102, 5511)"
7207,"(7102, 25166)"
7208,"(7105, 12877)"
7209,"(7105, 17800)"
7210,"(7108, 11167)"
7211,"(7108, 19510)"
7212,"(7109, 4276)"
7213,"(7109, 26401)"
7214,"(7111, 4694)"
7215,"(7111, 25983)"
7216,"(7112, 3452)"
7217,"(7112, 27225)"
7218,"(7113, 1743)"
7219,"(7113, 28934)"
7220,"(7114, 14835)"
7221,"(7114, 15842)"
7222,"(7115, 476)"
7223,"(7115, 30201)"
7224,"(7117, 7892)"
7225,"(7117, 22785)"
7226,"(7119, 6924)"
7227,"(7119, 23753)"
7228,"(7122, 12775)"
7229,"(7122, 17902)"
7230,"(7123, 14031)"
7231,"(7123, 16646)"
7232,"(7124, 8406)"
7233,"(7124, 22271)"
7234,"(7129, 10196)"
7235,"(7129, 20481)"
7236,"(7130, 8543)"
7237,"(7130, 22134)"
7238,"(7131, 8100)"
7239,"(7131, 22577)"
7240,"(7132, 7533)"
7241,"(7132, 23144)"
7242,"(7135, 11738)"
7243,"(7135, 18939)"
7244,"(7138, 10126)"
7245,"(7138, 20551)"
7246,"(7140, 10260)"
7247,"(7140, 20417)"
7248,"(7141, 11324)"
7249,"(7141, 19353)"
7250,"(7142, 10512)"
7251,"(7142, 20165)"
7252,"(7143, 1044)"
7253,"(7143, 29633)"
7254,"(7144, 14856)"
7255,"(7144, 15821)"
7256,"(7145, 12695)"
7257,"(7145, 17982)"
7258,"(7149, 6166)"
7259,"(7149, 24511)"
7260,"(7150, 11502)"
7261,"(7150, 19175)"
7262,"(7151, 12657)"
7263,"(7151, 18020)"
7264,"(7152, 7552)"
7265,"(7152, 23125)"
7266,"(7153, 14600)"
7267,"(7153, 16077)"
7268,"(7156, 5854)"
7269,"(7156, 24823)"
7270,"(7157, 9752)"
7271,"(7157, 20925)"
7272,"(7158, 951)"
7273,"(7158, 29726)"
7274,"(7160, 6033)"
7275,"(7160, 24644)"
7276,"(7161, 4784)"
7277,"(7161, 25893)"
7278,"(7164, 4531)"
7279,"(7164, 26146)"
7280,"(7167, 2363)"
7281,"(7167, 28314)"
7282,"(7168, 13276)"
7283,"(7168, 17401)"
7284,"(7170, 10806)"
7285,"(7170, 19871)"
7286,"(7172, 14048)"
7287,"(7172, 16629)"
7288,"(7174, 8921)"
7289,"(7174, 21756)"
7290,"(7175, 9517)"
7291,"(7175, 21160)"
7292,"(7176, 9235)"
7293,"(7176, 21442)"
7294,"(7177, 13646)"
7295,"(7177, 17031)"
7296,"(7179, 10448)"
7297,"(7179, 20229)"
7298,"(7183, 8589)"
7299,"(7183, 22088)"
7300,"(7184, 12683)"
7301,"(7184, 17994)"
7302,"(7185, 5009)"
7303,"(7185, 25668)"
7304,"(7187, 11823)"
7305,"(7187, 18854)"
7306,"(7189, 6900)"
7307,"(7189, 23777)"
7308,"(7190, 5815)"
7309,"(7190, 24862)"
7310,"(7194, 2076)"
7311,"(7194, 28601)"
7312,"(7195, 5656)"
7313,"(7195, 25021)"
7314,"(7196, 12615)"
7315,"(7196, 18062)"
7316,"(7199, 13758)"
7317,"(7199, 16919)"
7318,"(7203, 4895)"
7319,"(7203, 25782)"
7320,"(7204, 9200)"
7321,"(7204, 21477)"
7322,"(7205, 2630)"
7323,"(7205, 28047)"
7324,"(7206, 265)"
7325,"(7206, 30412)"
7326,"(7208, 5958)"
7327,"(7208, 24719)"
7328,"(7209, 12213)"
7329,"(7209, 18464)"
7330,"(7210, 14519)"
7331,"(7210, 16158)"
7332,"(7219, 10458)"
7333,"(7219, 20219)"
7334,"(7220, 8785)"
7335,"(7220, 21892)"
7336,"(7222, 10252)"
7337,"(7222, 20425)"
7338,"(7228, 4215)"
7339,"(7228, 26462)"
7340,"(7230, 8480)"
7341,"(7230, 22197)"
7342,"(7231, 11747)"
7343,"(7231, 18930)"
7344,"(7232, 1784)"
7345,"(7232, 28893)"
7346,"(7233, 10863)"
7347,"(7233, 19814)"
7348,"(7236, 1716)"
7349,"(7236, 28961)"
7350,"(7237, 10836)"
7351,"(7237, 19841)"
7352,"(7244, 6191)"
7353,"(7244, 24486)"
7354,"(7245, 1405)"
7355,"(7245, 29272)"
7356,"(7246, 8472)"
7357,"(7246, 22205)"
7358,"(7248, 14381)"
7359,"(7248, 16296)"
7360,"(7249, 6750)"
7361,"(7249, 23927)"
7362,"(7250, 13531)"
7363,"(7250, 17146)"
7364,"(7251, 10758)"
7365,"(7251, 19919)"
7366,"(7253, 12487)"
7367,"(7253, 18190)"
7368,"(7254, 7107)"
7369,"(7254, 23570)"
7370,"(7256, 15231)"
7371,"(7256, 15446)"
7372,"(7259, 12668)"
7373,"(7259, 18009)"
7374,"(7260, 12845)"
7375,"(7260, 17832)"
7376,"(7262, 9654)"
7377,"(7262, 21023)"
7378,"(7263, 14030)"
7379,"(7263, 16647)"
7380,"(7264, 1729)"
7381,"(7264, 28948)"
7382,"(7266, 10191)"
7383,"(7266, 20486)"
7384,"(7268, 1588)"
7385,"(7268, 29089)"
7386,"(7269, 7973)"
7387,"(7269, 22704)"
7388,"(7273, 9629)"
7389,"(7273, 21048)"
7390,"(7274, 3583)"
7391,"(7274, 27094)"
7392,"(7278, 11072)"
7393,"(7278, 19605)"
7394,"(7279, 899)"
7395,"(7279, 29778)"
7396,"(7281, 4021)"
7397,"(7281, 26656)"
7398,"(7282, 6879)"
7399,"(7282, 23798)"
7400,"(7286, 11974)"
7401,"(7286, 18703)"
7402,"(7288, 14562)"
7403,"(7288, 16115)"
7404,"(7290, 2255)"
7405,"(7290, 28422)"
7406,"(7291, 7560)"
7407,"(7291, 23117)"
7408,"(7292, 5710)"
7409,"(7292, 24967)"
7410,"(7295, 3408)"
7411,"(7295, 27269)"
7412,"(7299, 3542)"
7413,"(7299, 27135)"
7414,"(7300, 10474)"
7415,"(7300, 20203)"
7416,"(7301, 14911)"
7417,"(7301, 15766)"
7418,"(7303, 13241)"
7419,"(7303, 17436)"
7420,"(7304, 12459)"
7421,"(7304, 18218)"
7422,"(7305, 13888)"
7423,"(7305, 16789)"
7424,"(7306, 12872)"
7425,"(7306, 17805)"
7426,"(7307, 8413)"
7427,"(7307, 22264)"
7428,"(7310, 5891)"
7429,"(7310, 24786)"
7430,"(7311, 13515)"
7431,"(7311, 17162)"
7432,"(7317, 3851)"
7433,"(7317, 26826)"
7434,"(7318, 2582)"
7435,"(7318, 28095)"
7436,"(7319, 12341)"
7437,"(7319, 18336)"
7438,"(7321, 3668)"
7439,"(7321, 27009)"
7440,"(7327, 12392)"
7441,"(7327, 18285)"
7442,"(7328, 7019)"
7443,"(7328, 23658)"
7444,"(7329, 15042)"
7445,"(7329, 15635)"
7446,"(7331, 4762)"
7447,"(7331, 25915)"
7448,"(7333, 6248)"
7449,"(7333, 24429)"
7450,"(7334, 9252)"
7451,"(7334, 21425)"
7452,"(7335, 2756)"
7453,"(7335, 27921)"
7454,"(7336, 8520)"
7455,"(7336, 22157)"
7456,"(7338, 5996)"
7457,"(7338, 24681)"
7458,"(7340, 5371)"
7459,"(7340, 25306)"
7460,"(7346, 1653)"
7461,"(7346, 29024)"
7462,"(7347, 4457)"
7463,"(7347, 26220)"
7464,"(7350, 7370)"
7465,"(7350, 23307)"
7466,"(7351, 1261)"
7467,"(7351, 29416)"
7468,"(7354, 2139)"
7469,"(7354, 28538)"
7470,"(7355, 12308)"
7471,"(7355, 18369)"
7472,"(7358, 8020)"
7473,"(7358, 22657)"
7474,"(7363, 11310)"
7475,"(7363, 19367)"
7476,"(7364, 4423)"
7477,"(7364, 26254)"
7478,"(7365, 12023)"
7479,"(7365, 18654)"
7480,"(7366, 8341)"
7481,"(7366, 22336)"
7482,"(7367, 8620)"
7483,"(7367, 22057)"
7484,"(7368, 14840)"
7485,"(7368, 15837)"
7486,"(7369, 3736)"
7487,"(7369, 26941)"
7488,"(7373, 9948)"
7489,"(7373, 20729)"
7490,"(7375, 3645)"
7491,"(7375, 27032)"
7492,"(7379, 11788)"
7493,"(7379, 18889)"
7494,"(7383, 10902)"
7495,"(7383, 19775)"
7496,"(7384, 9489)"
7497,"(7384, 21188)"
7498,"(7388, 6926)"
7499,"(7388, 23751)"
7500,"(7389, 4012)"
7501,"(7389, 26665)"
7502,"(7393, 9888)"
7503,"(7393, 20789)"
7504,"(7395, 14549)"
7505,"(7395, 16128)"
7506,"(7397, 6733)"
7507,"(7397, 23944)"
7508,"(7399, 401)"
7509,"(7399, 30276)"
7510,"(7402, 11327)"
7511,"(7402, 19350)"
7512,"(7403, 3457)"
7513,"(7403, 27220)"
7514,"(7405, 6825)"
7515,"(7405, 23852)"
7516,"(7406, 8855)"
7517,"(7406, 21822)"
7518,"(7409, 215)"
7519,"(7409, 30462)"
7520,"(7411, 4275)"
7521,"(7411, 26402)"
7522,"(7413, 13937)"
7523,"(7413, 16740)"
7524,"(7414, 10747)"
7525,"(7414, 19930)"
7526,"(7415, 12440)"
7527,"(7415, 18237)"
7528,"(7419, 11929)"
7529,"(7419, 18748)"
7530,"(7422, 4035)"
7531,"(7422, 26642)"
7532,"(7423, 2395)"
7533,"(7423, 28282)"
7534,"(7424, 12260)"
7535,"(7424, 18417)"
7536,"(7428, 2786)"
7537,"(7428, 27891)"
7538,"(7429, 5052)"
7539,"(7429, 25625)"
7540,"(7430, 407)"
7541,"(7430, 30270)"
7542,"(7431, 11331)"
7543,"(7431, 19346)"
7544,"(7432, 12643)"
7545,"(7432, 18034)"
7546,"(7433, 8866)"
7547,"(7433, 21811)"
7548,"(7434, 5162)"
7549,"(7434, 25515)"
7550,"(7435, 964)"
7551,"(7435, 29713)"
7552,"(7437, 9334)"
7553,"(7437, 21343)"
7554,"(7438, 992)"
7555,"(7438, 29685)"
7556,"(7441, 4479)"
7557,"(7441, 26198)"
7558,"(7446, 4336)"
7559,"(7446, 26341)"
7560,"(7447, 13902)"
7561,"(7447, 16775)"
7562,"(7449, 8870)"
7563,"(7449, 21807)"
7564,"(7450, 1709)"
7565,"(7450, 28968)"
7566,"(7452, 7261)"
7567,"(7452, 23416)"
7568,"(7454, 9126)"
7569,"(7454, 21551)"
7570,"(7458, 12988)"
7571,"(7458, 17689)"
7572,"(7459, 2529)"
7573,"(7459, 28148)"
7574,"(7462, 4298)"
7575,"(7462, 26379)"
7576,"(7465, 7196)"
7577,"(7465, 23481)"
7578,"(7467, 7130)"
7579,"(7467, 23547)"
7580,"(7468, 6690)"
7581,"(7468, 23987)"
7582,"(7469, 12617)"
7583,"(7469, 18060)"
7584,"(7470, 8049)"
7585,"(7470, 22628)"
7586,"(7472, 9191)"
7587,"(7472, 21486)"
7588,"(7475, 11255)"
7589,"(7475, 19422)"
7590,"(7477, 6137)"
7591,"(7477, 24540)"
7592,"(7479, 14408)"
7593,"(7479, 16269)"
7594,"(7480, 5930)"
7595,"(7480, 24747)"
7596,"(7483, 14048)"
7597,"(7483, 16629)"
7598,"(7484, 13817)"
7599,"(7484, 16860)"
7600,"(7485, 3093)"
7601,"(7485, 27584)"
7602,"(7486, 2941)"
7603,"(7486, 27736)"
7604,"(7491, 13321)"
7605,"(7491, 17356)"
7606,"(7493, 8263)"
7607,"(7493, 22414)"
7608,"(7495, 15160)"
7609,"(7495, 15517)"
7610,"(7496, 11143)"
7611,"(7496, 19534)"
7612,"(7498, 9525)"
7613,"(7498, 21152)"
7614,"(7500, 10480)"
7615,"(7500, 20197)"
7616,"(7501, 12767)"
7617,"(7501, 17910)"
7618,"(7502, 8548)"
7619,"(7502, 22129)"
7620,"(7503, 12274)"
7621,"(7503, 18403)"
7622,"(7504, 9837)"
7623,"(7504, 20840)"
7624,"(7505, 8184)"
7625,"(7505, 22493)"
7626,"(7506, 4468)"
7627,"(7506, 26209)"
7628,"(7507, 3180)"
7629,"(7507, 27497)"
7630,"(7511, 2079)"
7631,"(7511, 28598)"
7632,"(7513, 12340)"
7633,"(7513, 18337)"
7634,"(7514, 9630)"
7635,"(7514, 21047)"
7636,"(7516, 3970)"
7637,"(7516, 26707)"
7638,"(7520, 2057)"
7639,"(7520, 28620)"
7640,"(7524, 13783)"
7641,"(7524, 16894)"
7642,"(7525, 14633)"
7643,"(7525, 16044)"
7644,"(7530, 4357)"
7645,"(7530, 26320)"
7646,"(7531, 5937)"
7647,"(7531, 24740)"
7648,"(7533, 3896)"
7649,"(7533, 26781)"
7650,"(7535, 14821)"
7651,"(7535, 15856)"
7652,"(7536, 11589)"
7653,"(7536, 19088)"
7654,"(7539, 10073)"
7655,"(7539, 20604)"
7656,"(7540, 463)"
7657,"(7540, 30214)"
7658,"(7542, 9382)"
7659,"(7542, 21295)"
7660,"(7544, 4734)"
7661,"(7544, 25943)"
7662,"(7546, 954)"
7663,"(7546, 29723)"
7664,"(7549, 14542)"
7665,"(7549, 16135)"
7666,"(7552, 14522)"
7667,"(7552, 16155)"
7668,"(7554, 6424)"
7669,"(7554, 24253)"
7670,"(7555, 12812)"
7671,"(7555, 17865)"
7672,"(7556, 10622)"
7673,"(7556, 20055)"
7674,"(7557, 9958)"
7675,"(7557, 20719)"
7676,"(7558, 3795)"
7677,"(7558, 26882)"
7678,"(7559, 4070)"
7679,"(7559, 26607)"
7680,"(7561, 6807)"
7681,"(7561, 23870)"
7682,"(7562, 9944)"
7683,"(7562, 20733)"
7684,"(7563, 3776)"
7685,"(7563, 26901)"
7686,"(7565, 12037)"
7687,"(7565, 18640)"
7688,"(7567, 3733)"
7689,"(7567, 26944)"
7690,"(7568, 10720)"
7691,"(7568, 19957)"
7692,"(7569, 3465)"
7693,"(7569, 27212)"
7694,"(7570, 8312)"
7695,"(7570, 22365)"
7696,"(7572, 6656)"
7697,"(7572, 24021)"
7698,"(7573, 270)"
7699,"(7573, 30407)"
7700,"(7576, 1595)"
7701,"(7576, 29082)"
7702,"(7577, 556)"
7703,"(7577, 30121)"
7704,"(7578, 14113)"
7705,"(7578, 16564)"
7706,"(7583, 8489)"
7707,"(7583, 22188)"
7708,"(7584, 6319)"
7709,"(7584, 24358)"
7710,"(7590, 3853)"
7711,"(7590, 26824)"
7712,"(7593, 6727)"
7713,"(7593, 23950)"
7714,"(7594, 9174)"
7715,"(7594, 21503)"
7716,"(7596, 7680)"
7717,"(7596, 22997)"
7718,"(7597, 14234)"
7719,"(7597, 16443)"
7720,"(7600, 10567)"
7721,"(7600, 20110)"
7722,"(7604, 12355)"
7723,"(7604, 18322)"
7724,"(7605, 5057)"
7725,"(7605, 25620)"
7726,"(7606, 2785)"
7727,"(7606, 27892)"
7728,"(7609, 10004)"
7729,"(7609, 20673)"
7730,"(7610, 11154)"
7731,"(7610, 19523)"
7732,"(7612, 13031)"
7733,"(7612, 17646)"
7734,"(7614, 5240)"
7735,"(7614, 25437)"
7736,"(7615, 11562)"
7737,"(7615, 19115)"
7738,"(7616, 455)"
7739,"(7616, 30222)"
7740,"(7617, 8859)"
7741,"(7617, 21818)"
7742,"(7620, 1547)"
7743,"(7620, 29130)"
7744,"(7621, 5084)"
7745,"(7621, 25593)"
7746,"(7622, 1143)"
7747,"(7622, 29534)"
7748,"(7624, 8178)"
7749,"(7624, 22499)"
7750,"(7625, 10584)"
7751,"(7625, 20093)"
7752,"(7628, 7323)"
7753,"(7628, 23354)"
7754,"(7629, 5363)"
7755,"(7629, 25314)"
7756,"(7630, 11780)"
7757,"(7630, 18897)"
7758,"(7635, 12899)"
7759,"(7635, 17778)"
